country,year,domestic_equity_real,international_equity_real,international_equity_real_constant_real_fx,world_equity_real_resident_reconstructed,xrusd,world_equity_real,world_equity_source,bond_real,bill_real,world_bond_real,world_bond_real_fixed_notional,world_bill_real,world_bond_real_unhedged,world_bill_real_unhedged,world_bond_issuers,inflation,trend_real,trend_real_fixed_notional,trend_cash_us_real,trend_real_unhedged,gold_real
Australia,1927,0.10356371463310432,0.2516027497706401,0.2609486996651907,0.2516027497706401,0.41433834413409815,0.24909954427109882,"reconstructed, resident currency",0.03887701410364697,0.023143750333802116,0.04877659237840137,0.050842113555712,0.023143750333802116,0.09967596677825785,0.0748579341474549,15,0.018518444444444393,0.2377913480130187,0.23904343657318394,0.06069651650102048,0.24383203512591622,-0.015361188083041988
Australia,1928,0.16639631263078547,0.30359420921581504,0.325347637846073,0.30359420921581504,0.4151414263418,0.3009870207973835,"reconstructed, resident currency",0.03544721987935029,0.0327025006928654,0.06718608993009756,0.06646690158717572,0.0327025006928654,0.06452992826276005,0.030674476164586375,15,0.009090982479344145,0.2926919742607419,0.2905181578183833,0.05045226040342521,0.2830796815723866,-0.01834291958664447
Australia,1929,-0.05300000309944153,-0.02182840990205237,-0.07371077871922466,-0.02182840990205237,0.4365832221661474,-0.023784753082248256,"reconstructed, resident currency",-0.01681390590965748,0.04343852028250694,0.06120145317908898,0.06513884698924355,0.04343852028250694,0.11467963901361178,0.09590575422328254,15,0.0,0.19072831999091377,0.19925912073609942,0.03785806464463959,0.2455316004890511,0.04569120242725977
Australia,1930,-0.23388235709246474,0.054144654174456575,-0.18383850441346408,0.054144654174456575,0.5307128194828947,0.05203636486610774,"reconstructed, resident currency",0.0399930928559864,0.13550662501331634,0.1909982697354371,0.21276959302998288,0.13550662501331634,0.4343670722880597,0.36694408714511845,15,-0.08108108108108103,0.21107892259107208,0.25296651082093713,0.10740235214556271,0.525892432598642,0.36917799614589897
Australia,1931,0.22504091744654553,-0.3062849710973047,-0.29341638322700303,-0.3062849710973047,0.5523449889357013,-0.3076724011551101,"reconstructed, resident currency",0.08032224730167936,0.08538051690210313,0.023079802369495805,0.024139676559171486,0.08538051690210313,-0.024735156515614087,0.03477821978599368,15,-0.039215764705882394,0.28409417288652583,0.2953773049476338,0.15094084355712933,0.34251746508523273,0.08638567421990562
Australia,1932,0.3011061618079296,0.27645657633421505,0.10320260992526809,0.27645657633421505,0.7169864074720653,0.2739036631815466,"reconstructed, resident currency",0.39123363835069336,0.07681546905168579,0.1865921838065363,0.20564430347318008,0.07681546905168579,0.37263595246750625,0.24950504239018934,15,-0.04081616659723808,0.06640175816199201,0.07793757334444518,0.16025907588768828,0.4015550931971881,0.35342389908798655
Australia,1933,0.25600001215934753,0.2377622231906824,0.38975151143872133,0.2377622231906824,0.5933163830278935,0.23528669874430097,"reconstructed, resident currency",0.05805879086256027,0.02768038958311081,0.07047133127402239,0.07924163590853817,0.02768038958311081,0.14472769183130474,0.0955674495547325,15,0.0,-0.10963583515681319,-0.07537849330416979,0.030170519994877854,-0.2991631581866777,-0.22132379017573367
Australia,1934,0.23200000822544098,-0.04429629054350359,0.015597155403761425,-0.04429629054350359,0.5002905825283235,-0.04620769796241664,"reconstructed, resident currency",0.0723716989159584,0.02591796964406967,0.148539506021804,0.14713163225200798,0.02591796964406967,0.1284047393875818,0.006573906866725469,15,0.0,-0.01073693175487822,-0.011117751582977675,0.008767156750223437,-0.15455078222448704,0.43451126953246755
Australia,1935,0.08941071425108538,0.28018804467606984,0.27052804850833184,0.28018804467606984,0.5122578566716348,0.2776276685867176,"reconstructed, resident currency",0.011203915358723116,0.012554486724123404,0.007002319349675545,0.006073134742595521,0.012554486724123404,0.011063090577900336,0.01790968287808908,15,0.010638126754201949,0.03577566627089257,0.036682382196987495,-0.0020322077192309607,0.057426567442397713,0.001715846622480477
Australia,1936,0.16132652657845203,0.21962237906294813,0.26259059602674023,0.21962237906294813,0.504946822636257,0.21718313430482228,"reconstructed, resident currency",0.005207929753814344,-0.008000144175148938,0.022217621659493147,0.02010411781483712,-0.008000144175148938,-0.01135218156552853,-0.04035924971929543,14,0.031578950027700836,0.26405332931953507,0.2608955169987095,0.012372876775614161,0.25067096112109133,-0.04428986247185518
Australia,1937,0.0035198380028567122,-0.23938889697822796,-0.23583469361580695,-0.23938889697822796,0.5077324401141773,-0.24091011918427152,"reconstructed, resident currency",-0.03195155077288514,0.002859484210589347,0.005528629422873577,0.005248447626398756,0.002859484210589347,-0.05534004630901812,-0.059769384744846075,14,0.020408328196598324,-0.06357140237076953,-0.06385233405608925,-0.011132956950033579,-0.05738260279630192,-0.013612526471871167
Australia,1938,-0.02450972577278543,0.028692397906343148,0.053170731376313674,0.028692397906343148,0.5134151834605164,0.026635013110530403,"reconstructed, resident currency",-0.03615399898412497,0.003261030946592358,0.0367256288201836,0.032190279641068686,0.003261030946592358,0.012829535462686614,-0.0164584596552089,14,0.019999918400006367,0.08427446712605513,0.08571703066560454,0.047570894586841384,0.09900328458896102,-0.005434218784742484
Australia,1939,0.022914288725171872,0.073219190833818,0.023155500974464636,0.073219190833818,0.5659629860207143,0.07107275245215039,"reconstructed, resident currency",-0.00900853840368121,-0.005106037429400745,-0.07376469544093478,-0.07612925445257857,-0.005106037429400745,-0.015194038515810804,0.05765816299591016,14,0.02941176470588225,-0.1281283679151033,-0.1378975222176403,0.022205827566040615,-0.05432918559719202,0.055768675976639814
